pelstart_time,match_id,stage,map_type,map_name,player,team,stat_name,hero,stat_amount
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Fury,London Spitfire,Time Played,D.Va,650.0570545
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Fury,London Spitfire,Ultimates Earned - Fractional,D.Va,6.655835852
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Fury,London Spitfire,Ultimates Negated,D.Va,1
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Fury,London Spitfire,Ultimates Used,D.Va,7
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Fury,London Spitfire,Weapon Accuracy,D.Va,0.341816316
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Fury,London Spitfire,Average Time Alive,Wrecking Ball,6.096000185
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Fury,London Spitfire,Grappling Claw Uses,Wrecking Ball,1
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Fury,London Spitfire,Roll Uptime,Wrecking Ball,5.698000172
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Fury,London Spitfire,Roll Uptime Percentage,Wrecking Ball,0.975879625
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Fury,London Spitfire,Roll Uses,Wrecking Ball,1
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Fury,London Spitfire,Time Alive,Wrecking Ball,6.096000185
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Fury,London Spitfire,Time Building Ultimate,Wrecking Ball,6.097000183
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Fury,London Spitfire,Time Elapsed per Ultimate Earned,Wrecking Ball,279.4458458
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Fury,London Spitfire,Time Played,Wrecking Ball,5.838835061
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Fury,London Spitfire,Ultimates Earned - Fractional,Wrecking Ball,0.021818181
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,All Damage Done,All Heroes,10725.44792
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Assists,All Heroes,9
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Average Time Alive,All Heroes,72.0535855
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Barrier Damage Done,All Heroes,2762.97221
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Damage - Quick Melee,All Heroes,69
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Damage Blocked,All Heroes,15617.88483
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Damage Done,All Heroes,7911.915693
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Damage Taken,All Heroes,17049.99074
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Deaths,All Heroes,7
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Eliminations,All Heroes,16
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Environmental Deaths,All Heroes,1
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Final Blows,All Heroes,7
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Hero Damage Done,All Heroes,7911.915693
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Multikills,All Heroes,2
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Objective Kills,All Heroes,7
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Objective Time,All Heroes,83.86000251
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Offensive Assists,All Heroes,4
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Shots Fired,All Heroes,192
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Time Alive,All Heroes,592.0800178
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Time Building Ultimate,All Heroes,556.4470163
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Time Elapsed per Ultimate Earned,All Heroes,95.46968058
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Time Holding Ultimate,All Heroes,73.86100216
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Time Played,All Heroes,655.8958896
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Ultimates Earned - Fractional,All Heroes,5.828520771
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Ultimates Used,All Heroes,4
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Weapon Accuracy,All Heroes,0.289655172
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,All Damage Done,Orisa,839.4921837
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Average Time Alive,Orisa,28.45400086
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Barrier Damage Done,Orisa,285.4402466
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Damage - Weapon,Orisa,554.0519371
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Damage Blocked,Orisa,1101.902196
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Damage Taken,Orisa,873.3743407
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Deaths,Orisa,1
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Eliminations,Orisa,1
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Eliminations per Life,Orisa,1
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Final Blows,Orisa,1
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Hero Damage Done,Orisa,554.0519371
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Objective Time,Orisa,5.999000179
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Secondary Fire Accuracy,Orisa,0.289655172
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Shots Fired,Orisa,192
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Shots Hit,Orisa,42
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Shots Missed,Orisa,103
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Time Alive,Orisa,56.90800172
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Time Building Ultimate,Orisa,66.91600197
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Time Elapsed per Ultimate Earned,Orisa,113.5385877
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Time Played,Orisa,66.19088697
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Ultimates Earned - Fractional,Orisa,0.589367926
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Weapon Accuracy,Orisa,0.289655172
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,All Damage Done,Reinhardt,5234.993313
2/15/2019 0:11,21211,Overwatch League Stage 1,CONTROL,Ilios,Gesture,London Spitfire,Assists,Reinhardt,3
